,Div,Date,Time,HomeTeam,AwayTeam,GoalsFor_H,GoalsFor_A,GoalsForHT_H,GoalsForHT_A,FTR,HTR,ShotsTaken_H,ShotsTaken_A,TShotsTaken_H,TShotsTaken_A,HomeOdds,DrawOdds,AwayOdds,Points_H,Points_A,T_GamesPlayed_H,T_GamesPlayed_A,T_GoalsFor_H,T_GoalsAg_H,T_GoalsFor_A,T_GoalsAg_A,T_ShotsTaken_H,T_ShotsFaced_H,T_ShotsTaken_A,T_ShotsFaced_A,T_TShotsTaken_H,T_TShotsFaced_H,T_TShotsTaken_A,T_TShotsFaced_A,T_Points_H,T_Points_A,T_TablePosition_H,T_TablePosition_A,T_GoalsForHT_H,T_GoalsAgHT_H,T_GoalsForHT_A,T_GoalsAgHT_A,T_Variance_H,T_Variance_A,L3M_Points_H,L3M_Points_A,T_Conversion_H,T_Accuracy_H,T_Conversion_A,T_Accuracy_A
36,D1,2006-08-19,,Ein Frankfurt,Wolfsburg,0.0,0.0,0.0,0.0,D,D,0.95,0.4,0.45,0.25,0.1075,0.1675,0.195,0.3333333333333333,0.3333333333333333,3,4,0.16666666666666666,0.06666666666666667,0.07500000000000001,0.05,0.8333333333333334,0.6833333333333332,0.525,0.6125,0.4666666666666666,0.3333333333333333,0.325,0.37499999999999994,1.0,0.5833333333333334,3.0,6.0,0.10000000000000002,0.03333333333333333,0.05,0.025,0.22204468329235105,0.2099445517092249,1.0,0.7777777777777778,0.35714285714285715,0.5599999999999999,0.23076923076923078,0.6190476190476191
37,D1,2006-08-19,,Hertha,Hannover,0.4,0.0,0.2,0.0,H,H,0.55,0.25,0.45,0.05,0.094,0.175,0.2425,1.0,0.0,6,4,0.13333333333333333,0.16666666666666666,0.1,0.15000000000000002,0.55,0.9166666666666666,0.4625,0.525,0.3333333333333333,0.5583333333333333,0.21250000000000002,0.26249999999999996,0.3333333333333333,0.5,10.0,8.0,0.09999999999999999,0.09999999999999999,0.07500000000000001,0.05,0.18967063242633783,0.2983123256419204,0.2222222222222222,0.3333333333333333,0.4,0.606060606060606,0.47058823529411764,0.4594594594594595
38,D1,2006-08-19,,Werder Bremen,Leverkusen,0.2,0.1,0.1,0.1,H,D,0.95,1.0,0.5,0.45,0.08499999999999999,0.19,0.27999999999999997,1.0,0.0,4,5,0.25,0.125,0.18,0.08,0.7375,0.6,0.78,0.5700000000000001,0.45000000000000007,0.3125,0.4,0.3,0.8333333333333333,0.7333333333333333,3.0,1.0,0.125,0.05,0.1,0.06000000000000001,0.19472683404221863,0.22127572936970302,0.7777777777777777,0.7777777777777777,0.5555555555555555,0.6101694915254238,0.44999999999999996,0.5128205128205129
39,D1,2006-08-20,,Bielefeld,Stuttgart,0.2,0.3,0.0,0.1,A,A,0.75,0.65,0.45,0.45,0.13,0.16599999999999998,0.15,0.0,1.0,3,4,0.10000000000000002,0.10000000000000002,0.2,0.1,0.6333333333333334,0.4833333333333334,0.7875,0.75,0.35000000000000003,0.2833333333333334,0.42500000000000004,0.38749999999999996,0.3333333333333333,0.6666666666666666,12.0,6.0,0.03333333333333333,0.03333333333333333,0.07500000000000001,0.07500000000000001,0.2673652537908753,0.20578501622431528,0.3333333333333333,0.7777777777777777,0.28571428571428575,0.5526315789473684,0.47058823529411764,0.5396825396825398
40,D1,2006-08-20,,Bochum,Bayern Munich,0.1,0.2,0.0,0.1,A,A,0.3,1.0,0.2,0.65,0.3,0.2,0.08499999999999999,0.0,1.0,3,3,0.16666666666666666,0.13333333333333333,0.10000000000000002,0.13333333333333333,0.5666666666666668,0.5666666666666668,0.75,0.55,0.3666666666666667,0.26666666666666666,0.3666666666666667,0.3,0.6666666666666666,0.2222222222222222,8.0,14.0,0.06666666666666667,0.10000000000000002,0.06666666666666667,0.13333333333333333,0.23964478778286727,0.4063286008258627,0.6666666666666666,0.2222222222222222,0.4545454545454545,0.6470588235294117,0.27272727272727276,0.48888888888888893
41,D1,2006-08-25,,Schalke 04,Werder Bremen,0.2,0.0,0.1,0.0,H,H,0.6,0.4,0.45,0.3,0.13,0.16999999999999998,0.13999999999999999,1.0,0.0,5,5,0.12,0.1,0.24,0.12,0.6900000000000001,0.72,0.78,0.6799999999999999,0.38999999999999996,0.36,0.4600000000000001,0.33999999999999997,0.5333333333333333,0.8666666666666666,7.0,1.0,0.1,0.04,0.12,0.06000000000000001,0.2002152559395029,0.17382746761209145,0.7777777777777777,1.0,0.3076923076923077,0.5652173913043477,0.5217391304347825,0.5897435897435899
42,D1,2006-08-26,,Bayern Munich,Nurnberg,0.0,0.0,0.0,0.0,D,D,0.95,0.45,0.5,0.1,0.0705,0.25,0.495,0.3333333333333333,0.3333333333333333,4,4,0.125,0.125,0.07500000000000001,0.1,0.8125,0.48750000000000004,0.625,0.45,0.4375,0.275,0.36250000000000004,0.325,0.41666666666666663,0.3333333333333333,11.0,12.0,0.07500000000000001,0.1,0.025,0.05,0.32639877985174354,0.15712459023430336,0.4444444444444444,0.3333333333333333,0.2857142857142857,0.5384615384615384,0.20689655172413793,0.5800000000000001
43,D1,2006-08-26,,Bochum,Cottbus,0.0,0.1,0.0,0.0,A,D,1.0,0.6,0.4,0.25,0.0975,0.175,0.22749999999999998,0.0,1.0,4,4,0.15,0.15000000000000002,0.07500000000000001,0.125,0.5,0.675,0.5875,0.725,0.325,0.36250000000000004,0.3125,0.4375,0.5,0.16666666666666666,8.0,15.0,0.05,0.1,0.0,0.07500000000000001,0.201385920069497,0.30660814684936327,0.3333333333333333,0.2222222222222222,0.4615384615384615,0.65,0.24000000000000005,0.5319148936170213
44,D1,2006-08-26,,Hannover,Aachen,0.0,0.3,0.0,0.1,A,A,0.4,0.25,0.2,0.15,0.092,0.18,0.25,0.0,1.0,5,4,0.08,0.2,0.1,0.19999999999999998,0.42000000000000004,0.53,0.65,0.7250000000000001,0.18000000000000002,0.29999999999999993,0.3375,0.4375,0.4,0.08333333333333333,9.0,16.0,0.06000000000000001,0.08,0.05,0.1,0.26153311437501314,0.21585299255710913,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4285714285714286,0.2962962962962963,0.5192307692307693
45,D1,2006-08-26,,Leverkusen,Wolfsburg,0.1,0.1,0.0,0.0,D,D,0.85,0.75,0.45,0.25,0.078,0.215,0.35,0.3333333333333333,0.3333333333333333,6,5,0.16666666666666666,0.10000000000000002,0.06000000000000001,0.04,0.8166666666666668,0.6333333333333333,0.5,0.68,0.4083333333333334,0.3333333333333333,0.31,0.38999999999999996,0.611111111111111,0.5333333333333334,3.0,7.0,0.09999999999999999,0.06666666666666667,0.04,0.02,0.19943477479001628,0.21956705153768108,0.6666666666666666,0.5555555555555555,0.4081632653061224,0.5,0.19354838709677424,0.62
46,D1,2006-08-26,,M'gladbach,Bielefeld,0.1,0.0,0.0,0.0,H,D,0.45,0.4,0.25,0.15,0.09,0.18,0.275,1.0,0.0,4,4,0.025,0.125,0.125,0.15000000000000002,0.4875,0.8374999999999999,0.6625000000000001,0.525,0.2,0.44999999999999996,0.375,0.325,0.08333333333333333,0.25,18.0,16.0,0.025,0.1,0.025,0.05,0.23286948108577266,0.25744875548340984,0.0,0.2222222222222222,0.125,0.4102564102564103,0.3333333333333333,0.5660377358490565
47,D1,2006-08-26,,Stuttgart,Dortmund,0.1,0.3,0.1,0.2,A,A,1.0,0.45,0.65,0.2,0.12,0.16499999999999998,0.1625,0.0,1.0,5,4,0.22000000000000003,0.12000000000000002,0.07500000000000001,0.05,0.76,0.75,0.8125,0.3,0.43000000000000005,0.39999999999999997,0.48750000000000004,0.16249999999999998,0.7333333333333333,0.49999999999999994,3.0,10.0,0.08,0.06000000000000001,0.0,0.0,0.21016786509165492,0.25788325000345363,1.0,0.3333333333333333,0.5116279069767442,0.5657894736842106,0.15384615384615385,0.6000000000000001
48,D1,2006-08-27,,Hamburg,Hertha,0.1,0.1,0.1,0.0,D,H,1.0,0.65,0.55,0.6,0.1,0.16999999999999998,0.21749999999999997,0.3333333333333333,0.3333333333333333,4,7,0.07500000000000001,0.175,0.17142857142857143,0.14285714285714285,0.8,0.6375000000000001,0.55,0.8214285714285714,0.48750000000000004,0.38749999999999996,0.35000000000000003,0.4857142857142857,0.08333333333333333,0.42857142857142855,18.0,8.0,0.05,0.05,0.1142857142857143,0.08571428571428572,0.2062741707163444,0.1789200091236301,0.1111111111111111,0.4444444444444444,0.15384615384615385,0.609375,0.48979591836734687,0.6363636363636364
49,D1,2006-08-27,,Mainz,Ein Frankfurt,0.1,0.1,0.0,0.1,D,A,0.65,0.5,0.4,0.2,0.1125,0.16599999999999998,0.18,0.3333333333333333,0.3333333333333333,4,4,0.07500000000000001,0.1,0.125,0.05,0.3625,0.725,0.8625,0.6124999999999999,0.25,0.4125,0.46249999999999997,0.3125,0.25,0.8333333333333334,16.0,5.0,0.05,0.05,0.07500000000000001,0.025,0.2911089844669373,0.2310477751821397,0.2222222222222222,0.7777777777777778,0.30000000000000004,0.6896551724137931,0.2702702702702703,0.536231884057971
