,Div,Date,Time,HomeTeam,AwayTeam,GoalsFor_H,GoalsFor_A,GoalsForHT_H,GoalsForHT_A,FTR,HTR,ShotsTaken_H,ShotsTaken_A,TShotsTaken_H,TShotsTaken_A,HomeOdds,DrawOdds,AwayOdds,Points_H,Points_A,T_GamesPlayed_H,T_GamesPlayed_A,T_GoalsFor_H,T_GoalsAg_H,T_GoalsFor_A,T_GoalsAg_A,T_ShotsTaken_H,T_ShotsFaced_H,T_ShotsTaken_A,T_ShotsFaced_A,T_TShotsTaken_H,T_TShotsFaced_H,T_TShotsTaken_A,T_TShotsFaced_A,T_Points_H,T_Points_A,T_TablePosition_H,T_TablePosition_A,T_GoalsForHT_H,T_GoalsAgHT_H,T_GoalsForHT_A,T_GoalsAgHT_A,T_Variance_H,T_Variance_A,L3M_Points_H,L3M_Points_A,T_Conversion_H,T_Accuracy_H,T_Conversion_A,T_Accuracy_A
26,B1,2017-08-19,,Genk,Charleroi,0.0,0.1,0.0,0.0,A,D,0.45,0.45,0.05,0.1,0.0965,0.18,0.2265,0.0,1.0,3,3,0.3,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.5,0.3666666666666667,0.3499999999999999,0.4666666666666666,0.2833333333333334,0.2333333333333333,0.21666666666666665,0.19999999999999998,0.4444444444444444,1.0,8.0,3.0,0.16666666666666666,0.06666666666666667,0.13333333333333333,0.03333333333333333,0.2353289263368488,0.18817731742127375,0.4444444444444444,1.0,1.0,0.5666666666666668,1.0,0.6190476190476192
27,B1,2017-08-19,,Mechelen,Antwerp,0.1,0.2,0.0,0.0,A,D,0.5,0.2,0.4,0.15,0.10500000000000001,0.185,0.1975,0.0,1.0,3,3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.43333333333333335,0.5833333333333334,0.21666666666666667,0.65,0.19999999999999998,0.3,0.13333333333333333,0.2833333333333333,0.3333333333333333,0.4444444444444444,12.0,9.0,0.06666666666666667,0.10000000000000002,0.06666666666666667,0.13333333333333333,0.2574360336332258,0.29413132264692393,0.3333333333333333,0.4444444444444444,0.6666666666666667,0.4615384615384615,1.0,0.6153846153846153
28,B1,2017-08-19,,Waasland-Beveren,Lokeren,0.2,0.3,0.0,0.3,A,A,0.95,0.4,0.5,0.25,0.10049999999999999,0.176,0.20750000000000002,0.0,1.0,3,3,0.26666666666666666,0.16666666666666666,0.0,0.2333333333333333,0.6,0.6333333333333334,0.45,0.6166666666666667,0.3833333333333333,0.3333333333333333,0.18333333333333335,0.3499999999999999,0.5555555555555555,0.0,8.0,16.0,0.16666666666666666,0.03333333333333333,0.0,0.16666666666666666,0.32680839458963096,0.19882844725971338,0.5555555555555555,0.0,0.6956521739130436,0.6388888888888888,0.0,0.40740740740740744
29,B1,2017-08-20,,Anderlecht,St Truiden,0.2,0.3,0.1,0.1,A,D,0.9,0.45,0.4,0.3,0.0655,0.28500000000000003,0.562,0.0,1.0,3,3,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.6333333333333333,0.35000000000000003,0.45,0.5666666666666667,0.3333333333333333,0.21666666666666665,0.26666666666666666,0.26666666666666666,0.4444444444444444,0.6666666666666666,10.0,7.0,0.0,0.0,0.0,0.03333333333333333,0.2247833687960572,0.2146163469152099,0.4444444444444444,0.6666666666666666,0.1,0.5263157894736842,0.5,0.5925925925925926
30,B1,2017-08-20,,Kortrijk,Club Brugge,0.1,0.2,0.0,0.1,A,A,0.9,0.55,0.45,0.4,0.225,0.2,0.094,0.0,1.0,3,3,0.10000000000000002,0.06666666666666667,0.3,0.06666666666666667,0.6333333333333333,0.55,0.5,0.43333333333333335,0.2833333333333334,0.2333333333333333,0.25,0.18333333333333335,0.6666666666666666,1.0,6.0,3.0,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.16343232702568047,0.10060692625368699,0.6666666666666666,1.0,0.35294117647058826,0.4473684210526317,1.0,0.5
31,B1,2017-08-20,,Mouscron,Gent,0.3,0.2,0.0,0.2,H,A,0.8,0.45,0.45,0.35,0.2205,0.1875,0.0955,1.0,0.0,3,3,0.16666666666666666,0.16666666666666666,0.10000000000000002,0.16666666666666666,0.45,0.3333333333333333,0.6166666666666667,0.43333333333333335,0.26666666666666666,0.21666666666666667,0.25,0.25,0.6666666666666666,0.1111111111111111,6.0,15.0,0.06666666666666667,0.09999999999999999,0.06666666666666667,0.03333333333333333,0.29287005246359815,0.30673900770962986,0.6666666666666666,0.1111111111111111,0.625,0.5925925925925926,0.4000000000000001,0.4054054054054054
32,B1,2017-08-25,,Kortrijk,Mouscron,0.1,0.1,0.1,0.0,D,H,0.7,1.0,0.25,0.45,0.1,0.18,0.21349999999999997,0.3333333333333333,0.3333333333333333,4,4,0.1,0.1,0.2,0.175,0.7,0.55,0.5375000000000001,0.3625,0.325,0.275,0.3125,0.25,0.5,0.75,7.0,4.0,0.05,0.05,0.05,0.125,0.15015644384150595,0.2982467534684294,0.6666666666666666,0.6666666666666666,0.3076923076923077,0.46428571428571436,0.64,0.5813953488372092
33,B1,2017-08-26,,Charleroi,Waregem,0.3,0.2,0.0,0.1,H,A,0.5,0.3,0.25,0.15,0.1095,0.176,0.183,1.0,0.0,4,4,0.225,0.05,0.3,0.05,0.37499999999999994,0.46249999999999997,0.6125,0.3125,0.18749999999999997,0.1625,0.35000000000000003,0.2,1.0,0.75,2.0,4.0,0.1,0.025,0.025,0.025,0.22053746966121404,0.20568547679289428,1.0,0.6666666666666666,1.0,0.5,0.857142857142857,0.5714285714285714
34,B1,2017-08-26,,Genk,Mechelen,0.1,0.0,0.1,0.0,H,H,0.4,0.2,0.25,0.1,0.081,0.2125,0.3,1.0,0.0,4,4,0.225,0.225,0.125,0.15000000000000002,0.4875,0.3875,0.45,0.4875,0.22500000000000003,0.19999999999999998,0.25,0.2625,0.3333333333333333,0.25,9.0,12.0,0.125,0.05,0.05,0.07500000000000001,0.25590117634789533,0.26454090585693646,0.3333333333333333,0.2222222222222222,0.9999999999999999,0.4615384615384616,0.5,0.5555555555555556
35,B1,2017-08-26,,Lokeren,Eupen,0.3,0.0,0.0,0.0,H,D,0.75,0.6,0.45,0.15,0.1135,0.176,0.172,1.0,0.0,4,4,0.075,0.22499999999999998,0.1,0.275,0.4375,0.7,0.4625,0.575,0.2,0.38749999999999996,0.22499999999999998,0.3125,0.25,0.25,13.0,14.0,0.075,0.125,0.05,0.1,0.22448484704320162,0.17643989303938676,0.3333333333333333,0.3333333333333333,0.37499999999999994,0.4571428571428572,0.44444444444444453,0.4864864864864864
